adjusted_rand_score,parameters,model_hyperparameters,adjusted_rand_score_old,adjusted_rand_score_new
0.5998985562545917,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'top', 'seed': 90}",0.5639202133167652,0.612647292979571
0.6820732025254044,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'lin', 'seed': 90}",0.5271260579125318,0.6991423705647438
0.6256995981165755,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'log', 'seed': 90}",0.566387717972486,0.6390419253068592
0.5582877916869152,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'top', 'seed': 90}",0.6235568627467517,0.5486515997271718
0.6584723720683918,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'lin', 'seed': 90}",0.569074470147981,0.6734611990466804
0.6117904435574092,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'log', 'seed': 90}",0.6733414299523344,0.585876845421966
0.4616811269627812,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'top', 'seed': 90}",0.6221023350416716,0.5924400871019727
0.5966778234493418,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'lin', 'seed': 90}",0.6463764007952661,0.6437553733127966
0.5135066827697484,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'log', 'seed': 90}",0.6189182011260966,0.5951763933041151
0.6116407986596739,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'top', 'seed': 90}",0.642852429965512,0.6302281655862428
0.6725266698021627,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'lin', 'seed': 90}",0.5469177059085177,0.6889817186632694
0.6275796216800313,"{'binarize': True, 'percentile': 0, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'log', 'seed': 90}",0.6375275436722334,0.6244129649119996
0.07493761696818466,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'top', 'seed': 90}",0.3333333333333333,0.2330246913580247
0.1906642702587208,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'lin', 'seed': 90}",0.37547133879261096,0.31406936750266556
0.10620403840801651,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'log', 'seed': 90}",0.3672316384180791,0.2624995037910365
0.041666666666666664,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'top', 'seed': 90}",0.3333333333333333,0.20833333333333334
0.10620403840801651,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'lin', 'seed': 90}",0.3672316384180791,0.2624995037910365
0.1003027708544653,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'log', 'seed': 90}",0.35215946843853824,0.2624995037910365
0.05746187363834423,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'top', 'seed': 90}",0.3333333333333333,0.2162219820229833
0.146410802040479,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'lin', 'seed': 90}",0.3864624076488483,0.33028147048912004
0.07146827432871558,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'log', 'seed': 90}",0.3333333333333333,0.2383017058122051
0.041666666666666664,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'top', 'seed': 90}",0.3333333333333333,0.20833333333333334
0.07146827432871558,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'lin', 'seed': 90}",0.3333333333333333,0.2383017058122051
0.07146827432871558,"{'binarize': True, 'percentile': 1, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'log', 'seed': 90}",0.3333333333333333,0.2383017058122051
0.16788012371969582,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'top', 'seed': 90}",0.37612794033880065,0.30416617045770317
0.27823525215391914,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'lin', 'seed': 90}",0.42093248719835635,0.3965240266021783
0.2239245661635801,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'log', 'seed': 90}",0.41580204590026004,0.3481718574876059
0.17458359436255103,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'top', 'seed': 90}",0.38404778191583694,0.30416617045770317
0.25489550518882637,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'lin', 'seed': 90}",0.43215590032725587,0.3815170389359152
0.19105093150126626,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'log', 'seed': 90}",0.42372188747729633,0.30921217817512675
0.1661499952705683,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'top', 'seed': 90}",0.3982575952425101,0.2842602598048199
0.30963406728032955,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'lin', 'seed': 90}",0.4738225669939225,0.4314234059771138
0.25489550518882637,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'log', 'seed': 90}",0.4738225669939225,0.3815170389359152
0.1389494220950233,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'top', 'seed': 90}",0.3585834896810507,0.2628300024673082
0.26668339364968724,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'lin', 'seed': 90}",0.46077035815858114,0.39229404505044313
0.18349838287300665,"{'binarize': True, 'percentile': 2, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'log', 'seed': 90}",0.417083730347715,0.29525406277189575
0.2715380240604716,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'top', 'seed': 90}",0.465388554143963,0.3681252767632981
0.4560440329569731,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'lin', 'seed': 90}",0.5070552208106297,0.5183671896691956
0.36916520073509074,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'log', 'seed': 90}",0.4991079001930094,0.39189346669871056
0.2713123724587012,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'top', 'seed': 90}",0.4738225669939225,0.3707373977066397
0.4876343952537076,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'lin', 'seed': 90}",0.5984703818017404,0.5164465600297546
0.3848246162089435,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'log', 'seed': 90}",0.5601293325175555,0.4990843202643447
0.369237826194474,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'top', 'seed': 90}",0.5571559003272558,0.4917903299104234
0.41720914388182706,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'lin', 'seed': 90}",0.5797886791867463,0.5514110950379649
0.4189933837674424,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'log', 'seed': 90}",0.585770358158581,0.5449684220542842
0.3044262639215212,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'top', 'seed': 90}",0.5024370248252478,0.41740869416010135
0.4513531449449659,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'lin', 'seed': 90}",0.6017959991842222,0.5199558144730662
0.4130962765901673,"{'binarize': True, 'percentile': 3, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'log', 'seed': 90}",0.5601293325175555,0.5256590079600133
0.37382361073607834,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'top', 'seed': 90}",0.41066967864195497,0.4549189645668979
0.5752151358429811,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'lin', 'seed': 90}",0.5811905721975834,0.5682466847375025
0.5526880520634343,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'log', 'seed': 90}",0.5605453005325022,0.56869486340653
0.36348145123974956,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'top', 'seed': 90}",0.5024370248252478,0.45071079539472686
0.5454643293197204,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'lin', 'seed': 90}",0.6813020384796094,0.5598997252539473
0.4909037480597351,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'log', 'seed': 90}",0.5913633980705956,0.5301936270216293
0.39739934969874796,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'top', 'seed': 90}",0.5712728695004047,0.536504459145807
0.5381616519109341,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'lin', 'seed': 90}",0.6310406688794525,0.6256618810412501
0.41633644398457054,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'ru-ru'}","{'weighting': 'log', 'seed': 90}",0.5705202297686549,0.5103077138271489
0.46909580422875274,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'top', 'seed': 90}",0.6008151280991297,0.5470152351301677
0.5413969857465522,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'lin', 'seed': 90}",0.5570973593563023,0.5396979125362368
0.5323377566333688,"{'binarize': True, 'percentile': 4, 'word_level_threshold': False, 'score_path': 'en-en'}","{'weighting': 'log', 'seed': 90}",0.6008151280991297,0.563711107404311
0.6034670640163701,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'top', 'seed': 90}",0.5639202133167652,0.6117077923732465
0.6772851086940571,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'lin', 'seed': 90}",0.5491440775315755,0.6868545215093604
0.6186383554675481,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-finetune'}","{'weighting': 'log', 'seed': 90}",0.5631674717019135,0.6301245043170779
0.5669933187304286,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'top', 'seed': 90}",0.6359458470533781,0.5575652777922261
0.6351969401831566,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'lin', 'seed': 90}",0.5634390713220384,0.6331979724712288
0.6197983485092523,"{'binarize': True, 'percentile': 5, 'word_level_threshold': False, 'score_path': 'rusemshift-train'}","{'weighting': 'log', 'seed': 90}",0.6877513627343173,0.5848402386045741
